returns=[252730.0, 264001.0, 241847.0, 253487.0, 228476.0, 248217.0, 242139.0, 250179.0, 249843.0, 270190.0, 221620.0, 253150.0, 232519.0, 235690.0, 217078.0, 218033.0, 216705.0, 218524.0, 232110.0, 242054.0]
totalSteps=[2577, 2623, 2419, 2185, 2540, 2474, 2273, 2584, 2363, 2065, 2053, 1954, 2152, 1926, 1929, 1842, 1922, 1976, 1972, 1840]
validActions=[354, 354, 353, 350, 352, 353, 350, 353, 354, 356, 354, 355, 352, 355, 353, 355, 356, 353, 355, 355]
totalTime=[147972, 154452, 139644, 147360, 136572, 144624, 143988, 147360, 144120, 151008, 132120, 144324, 133476, 136908, 128640, 124068, 123204, 127128, 128724, 135840]
returnsEvaluation=[245938.0, 259493.0, 258275.0, 250889.0, 238773.0, 235798.0, 215058.0, 262907.0, 251425.0, 250844.0, 253412.0, 254642.0, 232559.0, 252494.0, 263312.0, 215768.0, 234775.0, 271688.0, 256672.0, 248892.0]
totalStepsEvaluation=[2515, 2347, 2705, 2587, 2325, 2534, 2264, 2578, 2463, 2457, 2222, 2690, 2643, 2503, 2744, 2451, 2264, 2374, 2450, 2450]
validActionsEvaluation=[353, 355, 350, 350, 350, 355, 351, 352, 355, 350, 350, 353, 350, 353, 354, 353, 352, 355, 353, 355]
totalTimeEvaluation=[147228, 146484, 155352, 148020, 141468, 132252, 126012, 153108, 150252, 147660, 146556, 145692, 140604, 147048, 150648, 134400, 141048, 151236, 148620, 143496]
